t,x,y,z,roll,pitch,yaw,rollRate,pitchRate,yawRate,targetAlt,rollInputScaled,pitchInputScaled,yawIn,vertIn,pitchDist,rollDist,ex_b,ey_b,vx_b,vy_b,scaleXY,tiltComp,inFL,inFR,inRL,inRR
1.056,0.49480,-0.00000,0.06557,0.00000,-0.07015,-0.00000,0.00000,0.00028,-0.00000,1.200,0.0002,-2.1041,0.0000,3.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,1.0025,69.578,69.578,73.786,73.786
1.184,0.49480,-0.00000,0.06557,0.00000,-0.07013,-0.00000,0.00000,0.00012,-0.00000,1.200,0.0002,-2.1037,0.0000,2.9999,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,1.0025,69.601,69.602,73.808,73.809
1.312,0.49480,-0.00000,0.06557,0.00000,-0.07011,-0.00000,0.00000,0.00007,-0.00000,1.200,0.0002,-2.1034,0.0000,2.9999,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,1.0025,69.624,69.625,73.831,73.832
1.440,0.49480,-0.00000,0.06558,0.00001,-0.07011,-0.00000,0.00000,0.00006,-0.00000,1.200,0.0003,-2.1031,0.0000,2.9999,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,1.0025,69.648,69.648,73.854,73.854
1.568,0.49480,-0.00000,0.06558,0.00001,-0.07010,-0.00000,0.00000,0.00007,-0.00000,1.200,0.0003,-2.1029,0.0000,2.9999,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,1.0025,69.671,69.671,73.877,73.877
1.696,0.49480,-0.00000,0.06558,0.00001,-0.07009,-0.00000,0.00000,0.00009,-0.00000,1.200,0.0003,-2.1025,0.0000,2.9998,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,1.0025,69.694,69.695,73.899,73.900
1.824,0.49480,-0.00000,0.06559,0.00001,-0.07007,-0.00000,0.00000,0.00011,-0.00000,1.200,0.0003,-2.1021,0.0000,2.9998,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,1.0025,69.718,69.718,73.922,73.923
1.952,0.49480,-0.00000,0.06559,0.00001,-0.07006,-0.00000,0.00000,0.00013,-0.00000,1.200,0.0003,-2.1016,0.0000,2.9998,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,1.0025,69.741,69.742,73.944,73.945
2.080,0.49480,-0.00000,0.06560,0.00001,-0.07004,-0.00000,0.00000,0.00015,-0.00000,1.200,0.0004,-2.1010,0.0000,2.9997,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,1.0025,69.765,69.765,73.967,73.967
2.208,0.49481,-0.00000,0.06561,0.00001,-0.07002,-0.00000,0.00000,0.00018,-0.00000,1.200,0.0004,-2.1004,0.0000,2.9997,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,1.0025,69.788,69.789,73.989,73.990
2.336,0.49481,-0.00000,0.06562,0.00001,-0.06999,-0.00000,0.00000,0.00020,-0.00000,1.200,0.0004,-2.0996,0.0000,2.9996,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,1.0025,69.812,69.813,74.011,74.012
2.464,0.49481,-0.00000,0.06563,0.00001,-0.06997,-0.00000,0.00000,0.00022,-0.00000,1.200,0.0004,-2.0988,0.0000,2.9996,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,1.0025,69.836,69.836,74.033,74.034
2.592,0.49481,-0.00000,0.06564,0.00001,-0.06994,-0.00000,0.00000,0.00024,-0.00000,1.200,0.0004,-2.0979,0.0000,2.9995,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,1.0025,69.859,69.860,74.055,74.056
2.720,0.49481,-0.00000,0.06565,0.00001,-0.06990,-0.00000,0.00000,0.00027,-0.00000,1.200,0.0005,-2.0968,0.0000,2.9995,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,1.0024,69.883,69.884,74.077,74.078
2.848,0.49482,-0.00000,0.06567,0.00001,-0.06987,-0.00000,0.00000,0.00029,-0.00000,1.200,0.0005,-2.0957,0.0000,2.9994,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,1.0024,69.907,69.908,74.099,74.100
2.976,0.49482,-0.00000,0.06568,0.00001,-0.06983,-0.00000,0.00000,0.00031,-0.00000,1.200,0.0005,-2.0946,0.0000,2.9994,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,1.0024,69.931,69.932,74.120,74.121
3.104,0.49482,-0.00000,0.06570,0.00001,-0.06979,-0.00000,0.00000,0.00033,-0.00000,1.200,0.0005,-2.0933,0.0000,2.9993,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,1.0024,69.955,69.956,74.142,74.143
3.232,0.49482,-0.00000,0.06572,0.00001,-0.06974,-0.00000,0.00000,0.00036,-0.00000,1.200,0.0005,-2.0919,0.0000,2.9993,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,1.0024,69.979,69.981,74.163,74.164
3.360,0.49320,0.00000,0.06574,0.00001,-0.06967,-0.00005,-0.00010,0.00093,-0.00137,1.200,0.0004,-2.0893,0.0026,2.9992,-0.0120,-0.0000,0.0000,0.0000,-0.0343,0.0001,0.0000,1.0024,70.002,70.008,74.186,74.182
3.488,0.48350,0.00051,0.06842,-0.00774,-0.04359,-0.00927,-0.09635,0.42232,-0.10459,1.200,-0.4833,-0.8853,0.2253,2.9090,-0.0333,-0.0022,0.0000,0.0000,-0.0952,0.0064,0.0000,1.0010,71.296,70.780,73.517,72.100
3.616,0.46922,0.00115,0.07982,0.00132,0.02894,-0.01986,-0.11484,0.43685,-0.09214,1.200,-0.0487,1.3050,0.2453,2.6141,-0.0406,-0.0025,0.0000,0.0000,-0.1161,0.0072,0.0000,1.0004,72.719,73.112,70.600,70.012
3.744,0.45578,0.00192,0.10743,0.00130,0.02323,-0.02831,0.00260,-0.27194,-0.05706,1.200,0.0675,0.4249,0.2160,2.0577,-0.0492,-0.0007,0.0390,0.0011,-0.0959,0.0032,0.0000,1.0003,71.208,71.775,70.790,70.493
3.872,0.44497,0.00265,0.14573,0.00102,-0.00919,-0.03398,0.00240,-0.14639,-0.03586,1.200,0.0533,-0.4220,0.2005,1.6032,-0.0482,-0.0003,0.0498,0.0017,-0.0804,0.0028,0.0000,1.0000,69.943,70.451,71.188,70.894
4.000,0.43473,0.00335,0.18853,0.00101,-0.00058,-0.03704,0.00050,0.15026,-0.01683,1.200,0.0512,0.1328,0.1784,1.3359,-0.0526,0.0000,0.0600,0.0022,-0.0808,0.0025,0.0000,1.0000,70.275,70.734,70.366,70.112
4.128,0.42459,0.00402,0.23679,0.00106,0.01264,-0.03779,0.00035,0.03982,0.00020,1.200,0.0536,0.4189,0.1508,1.0914,-0.0556,0.0003,0.0702,0.0027,-0.0772,0.0021,0.0000,1.0001,70.370,70.779,69.834,69.640
4.256,0.41554,0.00459,0.29095,0.00110,0.00633,-0.03661,0.00011,-0.07603,0.01431,1.200,0.0552,0.1139,0.1207,0.8511,-0.0558,0.0006,0.0792,0.0029,-0.0669,0.0016,0.0000,1.0000,69.872,70.224,69.886,69.755
4.384,0.40761,0.00503,0.34873,0.00114,0.00133,-0.03388,0.00029,-0.00539,0.02522,1.200,0.0571,0.0344,0.0901,0.6781,-0.0567,0.0009,0.0871,0.0030,-0.0598,0.0010,0.0000,1.0000,69.670,69.965,69.782,69.716
4.512,0.40039,0.00533,0.40888,0.00117,0.00643,-0.02999,0.00039,0.05384,0.03304,1.200,0.0597,0.1930,0.0605,0.5568,-0.0579,0.0011,0.0944,0.0028,-0.0542,0.0003,0.9304,1.0000,69.759,69.999,69.494,69.492
4.640,0.39410,0.00546,0.47168,0.00121,0.00943,-0.02533,-0.00011,-0.00084,0.03802,1.200,0.0618,0.2277,0.0329,0.4427,-0.0577,0.0013,0.1007,0.0026,-0.0457,-0.0007,0.9447,1.0000,69.730,69.919,69.340,69.398
4.768,0.38905,0.00539,0.53691,0.00124,0.00660,-0.02026,-0.00014,-0.02469,0.04040,1.200,0.0632,0.1191,0.0083,0.3394,-0.0565,0.0016,0.1057,0.0021,-0.0358,-0.0019,0.9576,1.0000,69.562,69.706,69.341,69.451
4.896,0.38516,0.00510,0.60376,0.00126,0.00565,-0.01506,-0.00003,0.00427,0.04042,1.200,0.0648,0.1203,-0.0125,0.2629,-0.0553,0.0019,0.1096,0.0017,-0.0272,-0.0033,0.9671,1.0000,69.529,69.634,69.263,69.418
5.024,0.38230,0.00458,0.67192,0.00128,0.00708,-0.01002,-0.00011,0.01050,0.03852,1.200,0.0662,0.1703,-0.0292,0.2013,-0.0540,0.0022,0.1125,0.0011,-0.0192,-0.0049,0.9748,1.0000,69.556,69.630,69.157,69.348
5.152,0.38052,0.00382,0.74143,0.00129,0.00723,-0.00535,-0.00021,-0.00415,0.03513,1.200,0.0671,0.1617,-0.0418,0.1435,-0.0519,0.0027,0.1143,0.0006,-0.0106,-0.0067,0.9821,1.0000,69.525,69.575,69.118,69.336
5.280,0.37987,0.00281,0.81213,0.00129,0.00645,-0.00120,-0.00021,-0.00493,0.03065,1.200,0.0676,0.1392,-0.0504,-0.0152,-0.0494,0.0031,0.1149,0.0001,-0.0019,-0.0086,0.9981,1.0000,69.374,69.409,68.995,69.231
5.408,0.38028,0.00156,0.88303,0.00128,0.00634,0.00231,-0.00021,0.00081,0.02548,1.200,0.0674,0.1477,-0.0551,-0.6111,-0.0467,0.0036,0.1145,-0.0003,0.0062,-0.0105,0.9236,1.0000,68.815,68.839,68.409,68.654
5.536,0.38171,0.00006,0.95181,0.00127,0.00637,0.00514,-0.00022,-0.00063,0.02002,1.200,0.0672,0.1525,-0.0566,-1.0336,-0.0437,0.0042,0.1131,-0.0006,0.0140,-0.0125,0.8708,1.0000,68.422,68.443,68.004,68.251
5.664,0.38412,-0.00168,1.01666,0.00126,0.00611,0.00726,-0.00021,-0.00250,0.01454,1.200,0.0668,0.1468,-0.0552,-1.2883,-0.0404,0.0048,0.1107,-0.0008,0.0216,-0.0144,0.8390,1.0000,68.183,68.207,67.779,68.023
5.792,0.38748,-0.00365,1.07648,0.00124,0.00588,0.00870,-0.00019,-0.00112,0.00931,1.200,0.0664,0.1449,-0.0515,-1.4076,-0.0368,0.0054,0.1073,-0.0009,0.0289,-0.0163,0.8240,1.0000,68.082,68.112,67.689,67.925
5.920,0.39177,-0.00584,1.13081,0.00123,0.00583,0.00950,-0.00017,-0.00014,0.00450,1.200,0.0660,0.1478,-0.0461,-1.4300,-0.0328,0.0060,0.1030,-0.0010,0.0360,-0.0181,0.8213,1.0000,68.080,68.120,67.693,67.917
6.048,0.39696,-0.00824,1.17966,0.00121,0.00576,0.00973,-0.00016,-0.00082,0.00027,1.200,0.0656,0.1485,-0.0394,-1.3899,-0.0286,0.0066,0.0978,-0.0010,0.0430,-0.0198,0.8263,1.0000,68.138,68.190,67.762,67.972
6.176,0.40305,-0.01086,1.22330,0.00118,0.00562,0.00947,-0.00015,-0.00120,-0.00329,1.200,0.0651,0.1474,-0.0320,-1.3138,-0.0239,0.0072,0.0917,-0.0009,0.0500,-0.0215,0.8358,1.0000,68.229,68.295,67.870,68.064
6.304,0.41002,-0.01368,1.26218,0.00116,0.00549,0.00882,-0.00013,-0.00092,-0.00611,1.200,0.0646,0.1476,-0.0243,-1.2203,-0.0190,0.0078,0.0848,-0.0007,0.0568,-0.0231,0.8475,1.0000,68.338,68.419,67.995,68.173
6.432,0.41785,-0.01669,1.29682,0.00114,0.00538,0.00786,-0.00012,-0.00093,-0.00819,1.200,0.0642,0.1486,-0.0167,-1.1223,-0.0137,0.0084,0.0769,-0.0006,0.0635,-0.0246,0.8597,1.0000,68.453,68.548,68.123,68.285
6.560,0.42653,-0.01988,1.32778,0.00112,0.00523,0.00670,-0.00011,-0.00123,-0.00954,1.200,0.0638,0.1487,-0.0096,-1.0281,-0.0081,0.0089,0.0683,-0.0005,0.0700,-0.0260,0.8715,1.0000,68.564,68.672,68.247,68.394
6.688,0.43603,-0.02325,1.35560,0.00110,0.00507,0.00542,-0.00009,-0.00136,-0.01023,1.200,0.0634,0.1487,-0.0032,-0.9423,-0.0022,0.0095,0.0588,-0.0003,0.0764,-0.0273,0.8822,1.0000,68.667,68.787,68.363,68.496
6.816,0.44633,-0.02680,1.38078,0.00109,0.00489,0.00409,-0.00008,-0.00137,-0.01033,1.200,0.0630,0.1489,0.0022,-0.8672,0.0039,0.0100,0.0485,-0.0002,0.0827,-0.0285,0.8916,1.0000,68.760,68.890,68.467,68.588
6.944,0.45740,-0.03051,1.40377,0.00107,0.00471,0.00280,-0.00007,-0.00147,-0.00992,1.200,0.0738,0.1492,0.0067,-0.8035,0.0103,0.0226,0.0375,0.0304,0.0887,-0.0297,0.8996,1.0000,68.832,68.993,68.547,68.681
7.072,0.46923,-0.03436,1.42498,0.00083,0.00446,0.00157,0.00139,-0.00341,-0.00896,1.200,0.0652,0.1550,0.0098,-0.7513,0.0272,0.0246,0.0001,0.0344,0.0944,-0.0307,0.9061,1.0000,68.918,69.068,68.628,68.738
7.200,0.48174,-0.03834,1.44475,0.00077,0.00394,0.00049,-0.00017,-0.00301,-0.00799,1.200,0.0624,0.1419,0.0124,-0.7099,0.0291,0.0266,0.0000,0.0383,0.0998,-0.0315,0.9113,1.0000,68.969,69.119,68.711,68.810
7.328,0.49492,-0.04243,1.46336,0.00073,0.00394,-0.00043,-0.00031,0.00134,-0.00671,1.200,0.0624,0.1478,0.0138,-0.6767,0.0309,0.0286,-0.0000,0.0424,0.1048,-0.0322,0.9154,1.0000,69.030,69.183,68.762,68.859
7.456,0.50873,-0.04663,1.48107,0.00069,0.00409,-0.00118,-0.00029,0.00051,-0.00531,1.200,0.0624,0.1533,0.0143,-0.6525,0.0327,0.0306,-0.0001,0.0466,0.1098,-0.0330,0.9184,1.0000,69.082,69.236,68.804,68.901
7.584,0.52318,-0.05093,1.49813,0.00065,0.00398,-0.00174,-0.00029,-0.00139,-0.00389,1.200,0.0625,0.1498,0.0140,-0.6364,0.0345,0.0327,-0.0001,0.0509,0.1148,-0.0337,0.9205,1.0000,69.118,69.271,68.847,68.944
7.712,0.53826,-0.05532,1.51474,0.00062,0.00351,-0.00213,-0.00030,-0.00532,-0.00252,1.200,0.0626,0.1494,0.0131,-0.6270,0.0536,0.0348,-0.0436,0.0552,0.1196,-0.0343,0.9216,1.0000,69.150,69.302,68.878,68.977
7.840,0.55389,-0.05980,1.53102,0.00058,0.00299,-0.00235,-0.00029,-0.00258,-0.00127,1.200,0.0627,0.1439,0.0117,-0.6220,0.0615,0.0370,-0.0592,0.0597,0.1238,-0.0350,0.9223,1.0000,69.172,69.321,68.908,69.010
7.968,0.57003,-0.06437,1.54705,0.00054,0.00290,-0.00243,-0.00029,-0.00019,-0.00016,1.200,0.0629,0.1509,0.0100,-0.6202,0.0694,0.0392,-0.0754,0.0642,0.1275,-0.0356,0.9225,1.0000,69.202,69.348,68.920,69.026
8.096,0.58663,-0.06902,1.56298,0.00050,0.00276,-0.00237,-0.00030,-0.00188,0.00077,1.200,0.0630,0.1525,0.0081,-0.6224,0.0775,0.0414,-0.0920,0.0688,0.1311,-0.0362,0.9222,1.0000,69.222,69.364,68.933,69.043
8.224,0.60366,-0.07374,1.57889,0.00046,0.00242,-0.00221,-0.00030,-0.00277,0.00151,1.200,0.0632,0.1490,0.0061,-0.6274,0.0858,0.0437,-0.1090,0.0735,0.1344,-0.0368,0.9216,1.0000,69.233,69.371,68.947,69.061
8.352,0.62109,-0.07853,1.59482,0.00043,0.00214,-0.00197,-0.00031,-0.00187,0.00206,1.200,0.0633,0.1488,0.0042,-0.6338,0.0940,0.0460,-0.1264,0.0783,0.1373,-0.0374,0.9208,1.0000,69.244,69.379,68.955,69.073
8.480,0.63886,-0.08339,1.61081,0.00039,0.00193,-0.00168,-0.00031,-0.00161,0.00242,1.200,0.0635,0.1505,0.0024,-0.6413,0.1024,0.0483,-0.1442,0.0832,0.1399,-0.0379,0.9198,1.0000,69.255,69.387,68.959,69.081
8.608,0.65694,-0.08831,1.62691,0.00035,0.00169,-0.00135,-0.00032,-0.00209,0.00260,1.200,0.0636,0.1503,0.0007,-0.6497,0.1108,0.0507,-0.1623,0.0881,0.1422,-0.0384,0.9188,1.0000,69.262,69.390,68.962,69.088
8.736,0.67529,-0.09329,1.64314,0.00031,0.00141,-0.00102,-0.00032,-0.00214,0.00263,1.200,0.0637,0.1496,-0.0007,-0.6586,0.1193,0.0531,-0.1806,0.0931,0.1441,-0.0389,0.9177,1.0000,69.266,69.392,68.965,69.094
8.864,0.69387,-0.09832,1.65951,0.00027,0.00115,-0.00069,-0.00033,-0.00192,0.00253,1.200,0.0638,0.1498,-0.0018,-0.6676,0.1278,0.0555,-0.1991,0.0982,0.1458,-0.0393,0.9166,1.0000,69.269,69.393,68.966,69.097
8.992,0.71263,-0.10339,1.67604,0.00022,0.00091,-0.00038,-0.00033,-0.00193,0.00233,1.200,0.0639,0.1501,-0.0027,-0.6764,0.1363,0.0580,-0.2179,0.1033,0.1471,-0.0397,0.9154,1.0000,69.272,69.394,68.966,69.099
9.120,0.73154,-0.10849,1.69273,0.00018,0.00065,-0.00010,-0.00034,-0.00203,0.00205,1.200,0.0639,0.1500,-0.0033,-0.6850,0.1448,0.0604,-0.2368,0.1085,0.1481,-0.0400,0.9144,1.0000,69.272,69.393,68.966,69.100
9.248,0.75056,-0.11363,1.70959,0.00014,0.00040,0.00014,-0.00034,-0.00200,0.00173,1.200,0.0640,0.1498,-0.0037,-0.6932,0.1532,0.0629,-0.2557,0.1137,0.1488,-0.0403,0.9134,1.0000,69.272,69.392,68.965,69.100
9.376,0.76964,-0.11880,1.72660,0.00009,0.00014,0.00033,-0.00034,-0.00194,0.00137,1.200,0.0640,0.1499,-0.0038,-0.7008,0.1617,0.0653,-0.2748,0.1189,0.1492,-0.0405,0.9124,1.0000,69.270,69.391,68.963,69.098
9.504,0.78874,-0.12398,1.74377,0.00005,-0.00010,0.00048,-0.00034,-0.00195,0.00101,1.200,0.0640,0.1499,-0.0037,-0.7078,0.1701,0.0678,-0.2939,0.1241,0.1492,-0.0406,0.9115,1.0000,69.268,69.388,68.961,69.096
9.632,0.80783,-0.12917,1.76108,0.00001,-0.00035,0.00058,-0.00034,-0.00195,0.00066,1.200,0.0639,0.1499,-0.0035,-0.7142,0.1784,0.0702,-0.3130,0.1294,0.1490,-0.0407,0.9107,1.0000,69.265,69.386,68.958,69.093
9.760,0.82686,-0.13437,1.77851,-0.00004,-0.00060,0.00064,-0.00034,-0.00192,0.00034,1.200,0.0639,0.1499,-0.0032,-0.7198,0.1866,0.0727,-0.3320,0.1346,0.1484,-0.0407,0.9100,1.0000,69.261,69.383,68.955,69.089
9.888,0.84579,-0.13956,1.79606,-0.00008,-0.00085,0.00066,-0.00034,-0.00189,0.00006,1.200,0.0639,0.1499,-0.0027,-0.7248,0.1948,0.0751,-0.3509,0.1398,0.1475,-0.0406,0.9094,1.0000,69.257,69.379,68.951,69.085
10.016,0.86458,-0.14475,1.81370,-0.00013,-0.00109,0.00064,-0.00034,-0.00188,-0.00018,1.200,0.0638,0.1499,-0.0023,-0.7289,0.2028,0.0775,-0.3697,0.1450,0.1464,-0.0405,0.9089,1.0000,69.251,69.375,68.947,69.079
10.144,0.88321,-0.14991,1.83142,-0.00017,-0.00132,0.00061,-0.00034,-0.00185,-0.00037,1.200,0.0638,0.1498,-0.0018,-0.7322,0.2107,0.0799,-0.3883,0.1501,0.1449,-0.0404,0.9085,1.0000,69.246,69.370,68.943,69.074
10.272,0.90161,-0.15505,1.84918,-0.00021,-0.00156,0.00055,-0.00034,-0.00182,-0.00051,1.200,0.0637,0.1498,-0.0013,-0.7348,0.2185,0.0822,-0.4067,0.1553,0.1431,-0.0401,0.9081,1.0000,69.239,69.364,68.937,69.067
10.400,0.91977,-0.16015,1.86696,-0.00025,-0.00179,0.00047,-0.00034,-0.00179,-0.00061,1.200,0.0637,0.1498,-0.0008,-0.7366,0.2261,0.0846,-0.4249,0.1604,0.1410,-0.0398,0.9079,1.0000,69.233,69.358,68.931,69.060
10.528,0.93764,-0.16522,1.88473,-0.00030,-0.00202,0.00039,-0.00033,-0.00175,-0.00066,1.200,0.0637,0.1498,-0.0004,-0.7375,0.2336,0.0869,-0.4428,0.1654,0.1387,-0.0395,0.9078,1.0000,69.225,69.352,68.925,69.053
10.656,0.95519,-0.17023,1.90246,-0.00034,-0.00224,0.00031,-0.00033,-0.00172,-0.00067,1.200,0.0636,0.1498,-0.0000,-0.7377,0.2408,0.0892,-0.4603,0.1704,0.1361,-0.0391,0.9078,1.0000,69.218,69.345,68.918,69.045
10.784,0.97238,-0.17520,1.92011,-0.00038,-0.00245,0.00022,-0.00033,-0.00168,-0.00064,1.200,0.0636,0.1497,0.0003,-0.7370,0.2479,0.0914,-0.4775,0.1753,0.1332,-0.0386,0.9079,1.0000,69.209,69.337,68.910,69.037
10.912,0.98917,-0.18010,1.93765,-0.00042,-0.00264,0.00014,-0.00033,-0.00101,-0.00060,1.200,0.0636,0.1468,0.0005,-0.7354,0.2500,0.0936,-0.4944,0.1802,0.1300,-0.0381,0.9081,1.0000,69.198,69.326,68.905,69.031
11.040,1.00556,-0.18493,1.95502,-0.00046,-0.00262,0.00007,-0.00032,0.00068,-0.00053,1.200,0.0636,0.1492,0.0007,-0.7326,0.2500,0.0958,-0.5107,0.1850,0.1268,-0.0376,0.9084,1.0000,69.191,69.320,68.894,69.020
11.168,1.02152,-0.18969,1.97219,-0.00050,-0.00254,0.00001,-0.00031,0.00031,-0.00044,1.200,0.0636,0.1512,0.0008,-0.7292,0.2500,0.0980,-0.5267,0.1897,0.1235,-0.0369,0.9089,1.0000,69.184,69.313,68.883,69.009
11.296,1.03707,-0.19437,1.98914,-0.00054,-0.00257,-0.00004,-0.00031,-0.00042,-0.00035,1.200,0.0635,0.1498,0.0008,-0.7252,0.2500,0.1001,-0.5423,0.1943,0.1203,-0.0363,0.9094,1.0000,69.172,69.301,68.874,69.000
11.424,1.05221,-0.19895,2.00580,-0.00058,-0.00261,-0.00008,-0.00031,-0.00015,-0.00026,1.200,0.0635,0.1490,0.0008,-0.7200,0.2500,0.1022,-0.5574,0.1989,0.1171,-0.0356,0.9100,1.0000,69.162,69.290,68.865,68.991
11.552,1.06693,-0.20345,2.02213,-0.00062,-0.00260,-0.00010,-0.00030,0.00014,-0.00017,1.200,0.0635,0.1498,0.0007,-0.7138,0.2500,0.1042,-0.5722,0.2034,0.1138,-0.0348,0.9108,1.0000,69.152,69.281,68.854,68.979
11.680,1.08124,-0.20784,2.03808,-0.00066,-0.00260,-0.00012,-0.00030,-0.00005,-0.00009,1.200,0.0635,0.1500,0.0006,-0.7064,0.2500,0.1062,-0.5865,0.2078,0.1105,-0.0340,0.9117,1.0000,69.142,69.270,68.843,68.969
11.808,1.09512,-0.21213,2.05361,-0.00070,-0.00261,-0.00012,-0.00030,-0.00017,-0.00002,1.200,0.0635,0.1496,0.0005,-0.6980,0.2500,0.1082,-0.6004,0.2121,0.1073,-0.0332,0.9127,1.0000,69.131,69.259,68.833,68.959
11.936,1.10859,-0.21630,2.06866,-0.00073,-0.00263,-0.00012,-0.00021,-0.00008,0.00005,1.200,0.0635,0.1495,0.0004,-0.6883,0.2500,0.1098,-0.6138,0.2162,0.1040,-0.0323,0.9140,1.0000,69.121,69.248,68.822,68.948
12.064,1.12164,-0.22036,2.08318,-0.00076,-0.00264,-0.00011,-0.00021,-0.00005,0.00010,1.200,0.0635,0.1497,0.0003,-0.6773,0.2500,0.1111,-0.6269,0.2203,0.1007,-0.0313,0.9153,1.0000,69.110,69.238,68.812,68.938
12.192,1.13426,-0.22430,2.09714,-0.00079,-0.00265,-0.00010,-0.00020,-0.00012,0.00013,1.200,0.0635,0.1497,0.0001,-0.6649,0.2500,0.1123,-0.6395,0.2242,0.0974,-0.0304,0.9169,1.0000,69.101,69.228,68.802,68.928
12.320,1.14646,-0.22811,2.11047,-0.00081,-0.00267,-0.00008,-0.00020,-0.00014,0.00016,1.200,0.0635,0.1495,0.0000,-0.6511,0.2500,0.1135,-0.6517,0.2281,0.0941,-0.0294,0.9186,1.0000,69.091,69.218,68.792,68.919
12.448,1.15824,-0.23179,2.12315,-0.00084,-0.00268,-0.00005,-0.00019,-0.00012,0.00017,1.200,0.0635,0.1495,-0.0001,-0.6359,0.2500,0.1146,-0.6635,0.2317,0.0907,-0.0284,0.9205,1.0000,69.084,69.210,68.784,68.912
12.576,1.16958,-0.23533,2.13512,-0.00086,-0.00270,-0.00003,-0.00019,-0.00013,0.00017,1.200,0.0635,0.1496,-0.0002,-0.6193,0.2500,0.1157,-0.6748,0.2353,0.0874,-0.0273,0.9226,1.0000,69.077,69.204,68.778,68.905
12.704,1.18049,-0.23874,2.14637,-0.00088,-0.00272,-0.00001,-0.00018,-0.00015,0.00016,1.200,0.0635,0.1495,-0.0003,-0.6014,0.2500,0.1167,-0.6857,0.2387,0.0840,-0.0262,0.9248,1.0000,69.072,69.199,68.773,68.900
