t,x,y,z,roll,pitch,yaw,rollRate,pitchRate,yawRate,targetAlt,rollInputScaled,pitchInputScaled,yawIn,vertIn,pitchDist,rollDist,ex_b,ey_b,vx_b,vy_b,scaleXY,tiltComp,inFL,inFR,inRL,inRR
36.512,0.98266,-0.19444,2.12398,-0.00054,-0.00135,0.00004,0.00002,0.00083,-0.00000,1.200,0.0636,0.1497,-0.0002,0.1701,0.1936,0.0924,-0.4879,0.1945,-0.0387,-0.0074,0.9787,1.0000,69.141,69.268,68.841,68.968
36.640,0.97757,-0.19534,2.11680,-0.00053,-0.00125,0.00004,0.00003,0.00080,-0.00000,1.200,0.0636,0.1497,-0.0001,0.1948,0.1910,0.0925,-0.4828,0.1954,-0.0404,-0.0067,0.9756,1.0000,69.142,69.269,68.843,68.970
36.768,0.97228,-0.19615,2.10921,-0.00053,-0.00114,0.00004,0.00003,0.00082,-0.00000,1.200,0.0636,0.1497,-0.0001,0.2193,0.1883,0.0926,-0.4775,0.1962,-0.0419,-0.0061,0.9726,1.0000,69.144,69.271,68.844,68.972
36.896,0.96680,-0.19687,2.10119,-0.00053,-0.00104,0.00004,0.00004,0.00083,-0.00000,1.200,0.0636,0.1497,-0.0001,0.2435,0.1856,0.0926,-0.4720,0.1969,-0.0433,-0.0054,0.9696,1.0000,69.145,69.272,68.845,68.973
37.024,0.96116,-0.19751,2.09276,-0.00052,-0.00093,0.00004,0.00004,0.00082,-0.00000,1.200,0.0636,0.1497,-0.0001,0.2674,0.1830,0.0927,-0.4664,0.1975,-0.0445,-0.0047,0.9666,1.0000,69.146,69.273,68.846,68.974
37.152,0.95537,-0.19807,2.08392,-0.00052,-0.00083,0.00004,0.00004,0.00082,-0.00000,1.200,0.0636,0.1497,-0.0001,0.2910,0.1802,0.0927,-0.4606,0.1981,-0.0457,-0.0041,0.9636,1.0000,69.148,69.275,68.848,68.975
37.280,0.94945,-0.19854,2.07468,-0.00051,-0.00072,0.00004,0.00005,0.00082,-0.00000,1.200,0.0636,0.1497,-0.0001,0.3142,0.1775,0.0926,-0.4546,0.1986,-0.0466,-0.0035,0.9607,1.0000,69.149,69.276,68.850,68.977
37.408,0.94341,-0.19893,2.06504,-0.00050,-0.00062,0.00004,0.00005,0.00081,-0.00000,1.200,0.0636,0.1497,-0.0001,0.3369,0.1748,0.0926,-0.4486,0.1989,-0.0475,-0.0028,0.9579,1.0000,69.152,69.278,68.852,68.979
37.536,0.93727,-0.19924,2.05503,-0.00050,-0.00052,0.00003,0.00006,0.00080,-0.00000,1.200,0.0636,0.1497,-0.0001,0.3589,0.1721,0.0925,-0.4425,0.1993,-0.0482,-0.0022,0.9551,1.0000,69.154,69.281,68.854,68.981
37.664,0.93105,-0.19948,2.04464,-0.00049,-0.00041,0.00003,0.00006,0.00079,-0.00000,1.200,0.0636,0.1497,-0.0001,0.3804,0.1694,0.0923,-0.4362,0.1995,-0.0488,-0.0016,0.9525,1.0000,69.156,69.283,68.856,68.984
37.792,0.92476,-0.19963,2.03389,-0.00048,-0.00031,0.00003,0.00006,0.00078,-0.00000,1.200,0.0636,0.1497,-0.0001,0.4011,0.1667,0.0922,-0.4300,0.1996,-0.0493,-0.0010,0.9499,1.0000,69.158,69.285,68.859,68.986
37.920,0.91842,-0.19971,2.02278,-0.00047,-0.00022,0.00003,0.00006,0.00076,-0.00000,1.200,0.0636,0.1497,-0.0001,0.4210,0.1641,0.0920,-0.4236,0.1997,-0.0496,-0.0004,0.9474,1.0000,69.161,69.288,68.861,68.989
38.048,0.91204,-0.19971,2.01134,-0.00046,-0.00012,0.00003,0.00007,0.00075,-0.00000,1.200,0.0636,0.1498,-0.0001,0.4400,0.1614,0.0918,-0.4172,0.1997,-0.0499,0.0002,0.9450,1.0000,69.163,69.290,68.864,68.991
38.176,0.90565,-0.19963,1.99958,-0.00046,-0.00002,0.00003,0.00007,0.00073,-0.00000,1.200,0.0636,0.1498,-0.0001,0.4582,0.1588,0.0916,-0.4108,0.1996,-0.0500,0.0008,0.9427,1.0000,69.166,69.293,68.866,68.994
38.304,0.89926,-0.19949,1.98749,-0.00045,0.00007,0.00003,0.00007,0.00072,-0.00000,1.200,0.0636,0.1498,-0.0001,0.4756,0.1563,0.0913,-0.4045,0.1995,-0.0500,0.0014,0.9406,1.0000,69.169,69.296,68.869,68.996
38.432,0.89287,-0.19927,1.97510,-0.00044,0.00016,0.00003,0.00007,0.00070,0.00000,1.200,0.0636,0.1498,-0.0001,0.4920,0.1538,0.0910,-0.3981,0.1993,-0.0498,0.0019,0.9385,1.0000,69.171,69.298,68.871,68.999
38.560,0.88651,-0.19898,1.96242,-0.00043,0.00025,0.00003,0.00007,0.00068,0.00000,1.200,0.0636,0.1498,-0.0001,0.5075,0.1513,0.0907,-0.3917,0.1990,-0.0496,0.0025,0.9366,1.0000,69.174,69.301,68.874,69.002
38.688,0.88019,-0.19862,1.94947,-0.00042,0.00033,0.00003,0.00007,0.00066,0.00000,1.200,0.0636,0.1498,-0.0001,0.5221,0.1489,0.0904,-0.3854,0.1986,-0.0492,0.0030,0.9347,1.0000,69.177,69.304,68.877,69.004
38.816,0.87392,-0.19819,1.93624,-0.00041,0.00041,0.00003,0.00008,0.00064,0.00000,1.200,0.0636,0.1498,-0.0001,0.5357,0.1466,0.0901,-0.3791,0.1982,-0.0488,0.0035,0.9330,1.0000,69.179,69.306,68.880,69.007
38.944,0.86772,-0.19770,1.92276,-0.00040,0.00049,0.00003,0.00008,0.00061,0.00000,1.200,0.0636,0.1498,-0.0001,0.5485,0.1443,0.0897,-0.3729,0.1977,-0.0482,0.0040,0.9314,1.0000,69.182,69.309,68.883,69.010
39.072,0.86160,-0.19715,1.90905,-0.00039,0.00057,0.00003,0.00008,0.00059,0.00000,1.200,0.0636,0.1498,-0.0001,0.5603,0.1421,0.0893,-0.3668,0.1972,-0.0476,0.0045,0.9300,1.0000,69.185,69.312,68.886,69.013
39.200,0.85556,-0.19653,1.89510,-0.00038,0.00064,0.00003,0.00008,0.00057,0.00000,1.200,0.0636,0.1498,-0.0001,0.5711,0.1399,0.0889,-0.3608,0.1965,-0.0468,0.0050,0.9286,1.0000,69.189,69.316,68.889,69.016
39.328,0.84964,-0.19585,1.88095,-0.00037,0.00072,0.00003,0.00008,0.00055,0.00000,1.200,0.0636,0.1498,-0.0001,0.5811,0.1378,0.0884,-0.3548,0.1959,-0.0460,0.0055,0.9274,1.0000,69.192,69.319,68.892,69.020
39.456,0.84382,-0.19511,1.86660,-0.00036,0.00078,0.00003,0.00008,0.00052,0.00000,1.200,0.0636,0.1498,-0.0001,0.5901,0.1358,0.0880,-0.3490,0.1951,-0.0451,0.0059,0.9262,1.0000,69.195,69.322,68.895,69.023
39.584,0.83813,-0.19432,1.85207,-0.00035,0.00085,0.00003,0.00008,0.00050,0.00000,1.200,0.0636,0.1498,-0.0001,0.5983,0.1339,0.0875,-0.3433,0.1943,-0.0441,0.0064,0.9252,1.0000,69.199,69.326,68.899,69.027
39.712,0.83258,-0.19347,1.83738,-0.00034,0.00091,0.00003,0.00008,0.00047,0.00000,1.200,0.0636,0.1498,-0.0001,0.6055,0.1321,0.0870,-0.3378,0.1935,-0.0430,0.0068,0.9243,1.0000,69.203,69.330,68.903,69.031
39.840,0.82718,-0.19256,1.82254,-0.00033,0.00097,0.00003,0.00008,0.00045,0.00000,1.200,0.0636,0.1499,-0.0001,0.6118,0.1303,0.0865,-0.3324,0.1926,-0.0418,0.0072,0.9235,1.0000,69.207,69.334,68.907,69.035
39.968,0.82193,-0.19160,1.80758,-0.00032,0.00102,0.00003,0.00009,0.00042,0.00000,1.200,0.0636,0.1499,-0.0001,0.6173,0.1287,0.0860,-0.3271,0.1916,-0.0405,0.0076,0.9228,1.0000,69.212,69.339,68.912,69.039
40.096,0.81684,-0.19059,1.79252,-0.00030,0.00108,0.00003,0.00009,0.00040,0.00000,1.200,0.0636,0.1499,-0.0001,0.6219,0.1271,0.0854,-0.3220,0.1906,-0.0392,0.0080,0.9223,1.0000,69.217,69.344,68.916,69.044
40.224,0.81193,-0.18954,1.77737,-0.00029,0.00112,0.00003,0.00009,0.00037,0.00000,1.200,0.0637,0.1499,-0.0001,0.6256,0.1256,0.0849,-0.3171,0.1895,-0.0379,0.0084,0.9218,1.0000,69.222,69.349,68.922,69.049
40.352,0.80719,-0.18843,1.76217,-0.00028,0.00117,0.00003,0.00009,0.00035,0.00000,1.200,0.0637,0.1499,-0.0001,0.6285,0.1242,0.0843,-0.3124,0.1884,-0.0364,0.0088,0.9214,1.0000,69.227,69.354,68.927,69.054
40.480,0.80265,-0.18728,1.74694,-0.00027,0.00121,0.00003,0.00009,0.00032,-0.00000,1.200,0.0637,0.1499,-0.0001,0.6306,0.1229,0.0837,-0.3078,0.1873,-0.0349,0.0091,0.9212,1.0000,69.233,69.360,68.932,69.060
40.608,0.79830,-0.18609,1.73169,-0.00026,0.00125,0.00003,0.00009,0.00029,-0.00000,1.200,0.0637,0.1499,-0.0001,0.6317,0.1217,0.0831,-0.3035,0.1861,-0.0334,0.0095,0.9210,1.0000,69.239,69.366,68.938,69.066
40.736,0.79415,-0.18485,1.71647,-0.00025,0.00129,0.00003,0.00009,0.00027,-0.00000,1.200,0.0637,0.1499,-0.0001,0.6321,0.1206,0.0825,-0.2993,0.1849,-0.0318,0.0098,0.9210,1.0000,69.245,69.372,68.945,69.072
40.864,0.79021,-0.18358,1.70130,-0.00024,0.00132,0.00003,0.00009,0.00024,-0.00000,1.200,0.0637,0.1500,-0.0001,0.6316,0.1196,0.0819,-0.2954,0.1836,-0.0302,0.0101,0.9211,1.0000,69.252,69.379,68.951,69.079
40.992,0.78647,-0.18226,1.68621,-0.00023,0.00135,0.00003,0.00009,0.00021,-0.00000,1.200,0.0637,0.1500,-0.0001,0.6302,0.1187,0.0813,-0.2917,0.1823,-0.0285,0.0104,0.9212,1.0000,69.259,69.386,68.958,69.086
41.120,0.78296,-0.18091,1.67124,-0.00021,0.00137,0.00003,0.00009,0.00019,-0.00000,1.200,0.0637,0.1500,-0.0001,0.6280,0.1179,0.0806,-0.2882,0.1809,-0.0268,0.0107,0.9215,1.0000,69.266,69.393,68.966,69.093
41.248,0.77967,-0.17953,1.65641,-0.00020,0.00139,0.00003,0.00009,0.00016,-0.00000,1.200,0.0637,0.1500,-0.0001,0.6249,0.1172,0.0800,-0.2849,0.1795,-0.0251,0.0109,0.9219,1.0000,69.273,69.400,68.973,69.101
41.376,0.77660,-0.17811,1.64176,-0.00019,0.00141,0.00003,0.00009,0.00013,-0.00000,1.200,0.0637,0.1500,-0.0001,0.6209,0.1166,0.0793,-0.2818,0.1781,-0.0233,0.0112,0.9224,1.0000,69.281,69.408,68.981,69.108
41.504,0.77375,-0.17666,1.62733,-0.00018,0.00143,0.00003,0.00009,0.00011,-0.00000,1.200,0.0637,0.1500,-0.0001,0.6159,0.1160,0.0787,-0.2790,0.1767,-0.0215,0.0114,0.9230,1.0000,69.289,69.416,68.989,69.116
41.632,0.77114,-0.17519,1.61316,-0.00017,0.00144,0.00003,0.00009,0.00008,-0.00000,1.200,0.0637,0.1501,-0.0001,0.6101,0.1156,0.0780,-0.2763,0.1752,-0.0197,0.0116,0.9237,1.0000,69.297,69.424,68.997,69.124
41.760,0.76876,-0.17368,1.59928,-0.00016,0.00145,0.00003,0.00009,0.00005,-0.00000,1.200,0.0637,0.1501,-0.0001,0.6032,0.1153,0.0773,-0.2740,0.1737,-0.0179,0.0118,0.9246,1.0000,69.305,69.432,69.005,69.133
41.888,0.76661,-0.17215,1.58573,-0.00015,0.00145,0.00003,0.00009,0.00003,-0.00000,1.200,0.0637,0.1501,-0.0001,0.5954,0.1151,0.0767,-0.2718,0.1722,-0.0161,0.0120,0.9256,1.0000,69.313,69.441,69.013,69.141
42.016,0.76470,-0.17060,1.57255,-0.00013,0.00145,0.00003,0.00009,-0.00000,-0.00000,1.200,0.0637,0.1501,-0.0001,0.5865,0.1150,0.0760,-0.2699,0.1706,-0.0143,0.0122,0.9267,1.0000,69.322,69.449,69.021,69.149
42.144,0.76302,-0.16903,1.55977,-0.00012,0.00145,0.00003,0.00009,-0.00003,-0.00000,1.200,0.0638,0.1501,-0.0001,0.5765,0.1149,0.0753,-0.2682,0.1690,-0.0124,0.0124,0.9279,1.0000,69.330,69.457,69.029,69.157
42.272,0.76157,-0.16743,1.54744,-0.00011,0.00144,0.00003,0.00008,-0.00005,-0.00000,1.200,0.0638,0.1501,-0.0001,0.5655,0.1150,0.0746,-0.2668,0.1674,-0.0106,0.0125,0.9293,1.0000,69.338,69.465,69.037,69.165
42.400,0.76035,-0.16582,1.53559,-0.00010,0.00144,0.00003,0.00008,-0.00008,-0.00000,1.200,0.0638,0.1502,-0.0001,0.5532,0.1151,0.0739,-0.2656,0.1658,-0.0088,0.0127,0.9308,1.0000,69.346,69.473,69.045,69.173
42.528,0.75937,-0.16419,1.52426,-0.00009,0.00142,0.00003,0.00008,-0.00011,-0.00000,1.200,0.0638,0.1502,-0.0001,0.5398,0.1154,0.0732,-0.2646,0.1642,-0.0070,0.0128,0.9325,1.0000,69.353,69.480,69.052,69.180
42.656,0.75862,-0.16255,1.51348,-0.00008,0.00141,0.00003,0.00008,-0.00013,-0.00000,1.200,0.0638,0.1502,-0.0001,0.5252,0.1157,0.0725,-0.2638,0.1626,-0.0052,0.0129,0.9344,1.0000,69.360,69.487,69.059,69.187
42.784,0.75809,-0.16089,1.50329,-0.00007,0.00139,0.00003,0.00008,-0.00016,-0.00000,1.200,0.0638,0.1502,-0.0001,0.5093,0.1161,0.0718,-0.2633,0.1609,-0.0035,0.0130,0.9363,1.0000,69.367,69.494,69.066,69.194
42.912,0.75778,-0.15922,1.49371,-0.00006,0.00137,0.00003,0.00008,-0.00018,-0.00000,1.200,0.0638,0.1502,-0.0001,0.4921,0.1166,0.0711,-0.2630,0.1592,-0.0017,0.0131,0.9385,1.0000,69.372,69.500,69.072,69.200
43.040,0.75770,-0.15754,1.48477,-0.00005,0.00134,0.00003,0.00008,-0.00021,-0.00000,1.200,0.0638,0.1502,-0.0001,0.4737,0.1172,0.0704,-0.2629,0.1576,-0.0000,0.0131,0.9408,1.0000,69.377,69.504,69.076,69.204
43.168,0.75783,-0.15586,1.47650,-0.00004,0.00131,0.00003,0.00008,-0.00023,-0.00000,1.200,0.0638,0.1502,-0.0001,0.4542,0.1178,0.0697,-0.2630,0.1559,0.0017,0.0132,0.9432,1.0000,69.381,69.508,69.080,69.208
43.296,0.75818,-0.15416,1.46891,-0.00003,0.00128,0.00003,0.00007,-0.00026,-0.00000,1.200,0.0638,0.1502,-0.0001,0.4336,0.1185,0.0690,-0.2634,0.1542,0.0033,0.0132,0.9458,1.0000,69.383,69.510,69.082,69.210
43.424,0.75873,-0.15246,1.46201,-0.00002,0.00125,0.00003,0.00007,-0.00028,-0.00000,1.200,0.0638,0.1502,-0.0001,0.4121,0.1193,0.0683,-0.2639,0.1525,0.0049,0.0133,0.9485,1.0000,69.385,69.512,69.084,69.212
43.552,0.75948,-0.15076,1.45581,-0.00001,0.00121,0.00003,0.00007,-0.00030,-0.00000,1.200,0.0638,0.1502,-0.0001,0.3898,0.1201,0.0677,-0.2647,0.1508,0.0065,0.0133,0.9513,1.0000,69.385,69.513,69.085,69.212
43.680,0.76043,-0.14906,1.45032,-0.00000,0.00117,0.00003,0.00007,-0.00032,0.00000,1.200,0.0638,0.1502,-0.0001,0.3667,0.1210,0.0670,-0.2656,0.1491,0.0080,0.0133,0.9542,1.0000,69.385,69.513,69.085,69.212
43.808,0.76156,-0.14735,1.44552,0.00001,0.00113,0.00003,0.00007,-0.00034,0.00000,1.200,0.0638,0.1502,-0.0001,0.3430,0.1220,0.0663,-0.2668,0.1474,0.0094,0.0133,0.9571,1.0000,69.385,69.512,69.084,69.212
43.936,0.76288,-0.14565,1.44143,0.00001,0.00108,0.00003,0.00007,-0.00035,0.00000,1.200,0.0638,0.1502,-0.0001,0.3187,0.1230,0.0656,-0.2681,0.1457,0.0108,0.0133,0.9602,1.0000,69.383,69.511,69.083,69.211
44.064,0.76437,-0.14395,1.43803,0.00002,0.00104,0.00003,0.00007,-0.00037,0.00000,1.200,0.0638,0.1502,-0.0001,0.2939,0.1241,0.0649,-0.2696,0.1440,0.0122,0.0133,0.9633,1.0000,69.382,69.509,69.081,69.209
44.192,0.76603,-0.14225,1.43531,0.00003,0.00099,0.00003,0.00007,-0.00039,0.00000,1.200,0.0638,0.1502,-0.0001,0.2686,0.1252,0.0643,-0.2712,0.1423,0.0134,0.0132,0.9664,1.0000,69.379,69.507,69.079,69.207
44.320,0.76785,-0.14056,1.43328,0.00004,0.00094,0.00003,0.00007,-0.00040,0.00000,1.200,0.0638,0.1502,-0.0001,0.2430,0.1263,0.0636,-0.2730,0.1406,0.0147,0.0132,0.9696,1.0000,69.377,69.504,69.076,69.204
44.448,0.76982,-0.13887,1.43190,0.00005,0.00088,0.00003,0.00007,-0.00041,0.00000,1.200,0.0638,0.1502,-0.0001,0.2170,0.1275,0.0630,-0.2750,0.1389,0.0158,0.0131,0.9729,1.0000,69.374,69.501,69.073,69.201
44.576,0.77193,-0.13720,1.43117,0.00006,0.00083,0.00003,0.00007,-0.00042,0.00000,1.200,0.0638,0.1502,-0.0001,0.1908,0.1288,0.0623,-0.2771,0.1372,0.0169,0.0131,0.9761,1.0000,69.371,69.498,69.070,69.198
44.704,0.77417,-0.13553,1.43108,0.00007,0.00078,0.00003,0.00007,-0.00043,0.00000,1.200,0.0638,0.1502,-0.0001,0.1644,0.1300,0.0617,-0.2794,0.1355,0.0179,0.0130,0.9794,1.0000,69.367,69.495,69.067,69.195
44.832,0.77654,-0.13387,1.43161,0.00007,0.00072,0.00003,0.00006,-0.00044,0.00000,1.200,0.0638,0.1502,-0.0001,0.1379,0.1313,0.0610,-0.2817,0.1339,0.0189,0.0129,0.9828,1.0000,69.364,69.491,69.063,69.191
44.960,0.77903,-0.13222,1.43274,0.00008,0.00066,0.00003,0.00006,-0.00045,0.00000,1.200,0.0638,0.1502,-0.0001,0.1113,0.1326,0.0604,-0.2842,0.1322,0.0197,0.0128,0.9861,1.0000,69.360,69.488,69.060,69.188
45.088,0.78162,-0.13059,1.43445,0.00009,0.00060,0.00003,0.00006,-0.00046,0.00000,1.200,0.0638,0.1501,-0.0001,0.0847,0.1339,0.0598,-0.2868,0.1306,0.0206,0.0127,0.9894,1.0000,69.357,69.484,69.056,69.184
45.216,0.78431,-0.12898,1.43674,0.00010,0.00054,0.00003,0.00006,-0.00046,0.00000,1.200,0.0638,0.1501,-0.0001,0.0581,0.1353,0.0592,-0.2895,0.1290,0.0213,0.0126,0.9927,1.0000,69.353,69.480,69.053,69.180
45.344,0.78709,-0.12737,1.43958,0.00011,0.00048,0.00003,0.00006,-0.00047,-0.00000,1.200,0.0638,0.1501,-0.0001,0.0316,0.1366,0.0586,-0.2923,0.1274,0.0219,0.0125,0.9960,1.0000,69.350,69.477,69.049,69.177
45.472,0.78995,-0.12579,1.44296,0.00011,0.00042,0.00003,0.00006,-0.00047,-0.00000,1.200,0.0638,0.1501,-0.0001,0.0052,0.1379,0.0580,-0.2951,0.1258,0.0225,0.0123,0.9993,1.0000,69.346,69.474,69.046,69.174
45.600,0.79287,-0.12422,1.44685,0.00013,0.00037,0.00003,0.00014,-0.00035,0.00001,1.200,0.0638,0.1497,-0.0002,-0.0210,0.1393,0.0574,-0.2981,0.1242,0.0230,0.0122,0.9974,1.0000,69.343,69.470,69.043,69.171
45.728,0.79586,-0.12268,1.45126,0.00014,0.00035,0.00003,0.00012,-0.00012,0.00000,1.200,0.0638,0.1501,-0.0001,-0.0471,0.1406,0.0569,-0.3011,0.1227,0.0235,0.0120,0.9941,1.0000,69.340,69.467,69.040,69.167
45.856,0.79890,-0.12116,1.45615,0.00016,0.00033,0.00004,0.00011,-0.00020,0.00000,1.200,0.0638,0.1503,-0.0001,-0.0730,0.1420,0.0563,-0.3041,0.1212,0.0239,0.0118,0.9909,1.0000,69.337,69.465,69.037,69.164
45.984,0.80199,-0.11966,1.46153,0.00017,0.00029,0.00004,0.00011,-0.00029,0.00000,1.200,0.0638,0.1501,-0.0001,-0.0987,0.1434,0.0558,-0.3072,0.1197,0.0243,0.0116,0.9877,1.0000,69.335,69.462,69.034,69.162
46.112,0.80514,-0.11819,1.46737,0.00018,0.00026,0.00004,0.00011,-0.00024,0.00000,1.200,0.0638,0.1500,-0.0001,-0.1241,0.1448,0.0553,-0.3103,0.1182,0.0247,0.0114,0.9845,1.0000,69.332,69.459,69.032,69.160
46.240,0.80832,-0.11675,1.47367,0.00020,0.00023,0.00004,0.00010,-0.00021,-0.00000,1.200,0.0638,0.1501,-0.0001,-0.1493,0.1461,0.0548,-0.3135,0.1168,0.0250,0.0112,0.9813,1.0000,69.330,69.457,69.029,69.157
46.368,0.81154,-0.11534,1.48041,0.00021,0.00020,0.00004,0.00010,-0.00024,-0.00000,1.200,0.0638,0.1501,-0.0001,-0.1743,0.1475,0.0543,-0.3167,0.1154,0.0253,0.0109,0.9782,1.0000,69.328,69.455,69.028,69.155
46.496,0.81479,-0.11397,1.48759,0.00022,0.00017,0.00003,0.00009,-0.00025,-0.00000,1.200,0.0637,0.1501,-0.0001,-0.1990,0.1489,0.0539,-0.3200,0.1140,0.0255,0.0106,0.9751,1.0000,69.326,69.454,69.026,69.154
46.624,0.81807,-0.11263,1.49520,0.00023,0.00014,0.00003,0.00009,-0.00023,-0.00000,1.200,0.0637,0.1501,-0.0001,-0.2234,0.1503,0.0534,-0.3233,0.1126,0.0257,0.0103,0.9721,1.0000,69.325,69.452,69.025,69.152
46.752,0.82137,-0.11133,1.50323,0.00025,0.00011,0.00003,0.00009,-0.00022,-0.00000,1.200,0.0637,0.1501,-0.0001,-0.2475,0.1517,0.0530,-0.3266,0.1113,0.0259,0.0100,0.9691,1.0000,69.324,69.451,69.023,69.151
46.880,0.82469,-0.11007,1.51168,0.00026,0.00008,0.00003,0.00008,-0.00023,-0.00000,1.200,0.0637,0.1501,-0.0001,-0.2714,0.1530,0.0526,-0.3299,0.1101,0.0260,0.0097,0.9661,1.0000,69.322,69.450,69.022,69.150
47.008,0.82802,-0.10885,1.52054,0.00027,0.00005,0.00003,0.00008,-0.00023,-0.00000,1.200,0.0637,0.1501,-0.0001,-0.2949,0.1544,0.0523,-0.3332,0.1089,0.0261,0.0094,0.9631,1.0000,69.321,69.448,69.020,69.148
47.136,0.83136,-0.10767,1.52980,0.00028,0.00002,0.00003,0.00008,-0.00022,-0.00000,1.200,0.0637,0.1501,-0.0001,-0.3179,0.1558,0.0519,-0.3366,0.1077,0.0261,0.0091,0.9603,1.0000,69.319,69.446,69.018,69.146
47.264,0.83471,-0.10654,1.53945,0.00029,-0.00001,0.00003,0.00007,-0.00022,-0.00000,1.200,0.0637,0.1501,-0.0001,-0.3404,0.1571,0.0516,-0.3399,0.1066,0.0261,0.0087,0.9574,1.0000,69.316,69.444,69.016,69.144
47.392,0.83805,-0.10546,1.54948,0.00029,-0.00003,0.00003,0.00007,-0.00022,-0.00000,1.200,0.0637,0.1500,-0.0001,-0.3623,0.1584,0.0513,-0.3433,0.1055,0.0261,0.0083,0.9547,1.0000,69.314,69.441,69.014,69.141
47.520,0.84139,-0.10442,1.55989,0.00030,-0.00006,0.00003,0.00006,-0.00022,-0.00000,1.200,0.0637,0.1500,-0.0001,-0.3835,0.1598,0.0510,-0.3466,0.1044,0.0261,0.0080,0.9521,1.0000,69.312,69.439,69.011,69.139
47.648,0.84472,-0.10343,1.57066,0.00031,-0.00009,0.00003,0.00006,-0.00022,-0.00000,1.200,0.0637,0.1500,-0.0001,-0.4039,0.1611,0.0507,-0.3499,0.1034,0.0260,0.0076,0.9495,1.0000,69.309,69.436,69.009,69.136
47.776,0.84803,-0.10249,1.58177,0.00032,-0.00012,0.00003,0.00005,-0.00021,-0.00000,1.200,0.0637,0.1500,-0.0001,-0.4235,0.1623,0.0505,-0.3532,0.1025,0.0258,0.0072,0.9471,1.0000,69.307,69.434,69.006,69.134
47.904,0.85133,-0.10160,1.59322,0.00032,-0.00014,0.00003,0.00005,-0.00021,-0.00000,1.200,0.0637,0.1500,-0.0001,-0.4423,0.1636,0.0503,-0.3565,0.1016,0.0257,0.0068,0.9447,1.0000,69.304,69.431,69.004,69.131
48.032,0.85460,-0.10076,1.60500,0.00033,-0.00017,0.00003,0.00004,-0.00021,-0.00000,1.200,0.0637,0.1500,-0.0001,-0.4602,0.1648,0.0501,-0.3598,0.1008,0.0255,0.0064,0.9425,1.0000,69.301,69.429,69.001,69.129
48.160,0.85785,-0.09998,1.61708,0.00034,-0.00020,0.00003,0.00004,-0.00021,0.00000,1.200,0.0637,0.1500,-0.0001,-0.4772,0.1661,0.0499,-0.3630,0.1000,0.0253,0.0060,0.9404,1.0000,69.299,69.426,68.998,69.126
48.288,0.86106,-0.09925,1.62947,0.00034,-0.00022,0.00003,0.00004,-0.00021,0.00000,1.200,0.0637,0.1500,-0.0001,-0.4933,0.1673,0.0498,-0.3663,0.0993,0.0250,0.0055,0.9383,1.0000,69.296,69.423,68.996,69.124
48.416,0.86424,-0.09857,1.64215,0.00034,-0.00025,0.00003,0.00003,-0.00020,0.00000,1.200,0.0637,0.1500,-0.0001,-0.5085,0.1684,0.0496,-0.3694,0.0986,0.0247,0.0051,0.9364,1.0000,69.293,69.421,68.993,69.121
